9;10;16;24;33;36
9;10;16;24;33;38
9;10;16;24;33;40
9;10;16;24;33;42
9;10;16;24;33;47
9;10;16;24;33;48
9;10;16;24;33;58
9;10;16;24;33;60
9;10;16;24;36;38
9;10;16;24;36;40
9;10;16;24;36;42
9;10;16;24;36;47
9;10;16;24;36;48
9;10;16;24;36;58
9;10;16;24;36;60
9;10;16;24;38;40
9;10;16;24;38;42
9;10;16;24;38;47
9;10;16;24;38;48
9;10;16;24;38;58
9;10;16;24;38;60
9;10;16;24;40;42
9;10;16;24;40;47
9;10;16;24;40;48
9;10;16;24;40;58
9;10;16;24;40;60
9;10;16;24;42;47
9;10;16;24;42;48
9;10;16;24;42;58
9;10;16;24;42;60
9;10;16;24;47;48
9;10;16;24;47;58
9;10;16;24;47;60
9;10;16;24;48;58
9;10;16;24;48;60
9;10;16;24;58;60
9;10;16;33;36;38
9;10;16;33;36;40
9;10;16;33;36;42
9;10;16;33;36;47
9;10;16;33;36;48
9;10;16;33;36;58
9;10;16;33;36;60
9;10;16;33;38;40
9;10;16;33;38;42
9;10;16;33;38;47
9;10;16;33;38;48
9;10;16;33;38;58
9;10;16;33;38;60
9;10;16;33;40;42
9;10;16;33;40;47
9;10;16;33;40;48
9;10;16;33;40;58
9;10;16;33;40;60
9;10;16;33;42;47
9;10;16;33;42;48
9;10;16;33;42;58
9;10;16;33;42;60
9;10;16;33;47;48
9;10;16;33;47;58
9;10;16;33;47;60
9;10;16;33;48;58
9;10;16;33;48;60
9;10;16;33;58;60
9;10;16;36;38;40
9;10;16;36;38;42
9;10;16;36;38;47
9;10;16;36;38;48
9;10;16;36;38;58
9;10;16;36;38;60
9;10;16;36;40;42
9;10;16;36;40;47
9;10;16;36;40;48
9;10;16;36;40;58
9;10;16;36;40;60
9;10;16;36;42;47
9;10;16;36;42;48
9;10;16;36;42;58
9;10;16;36;42;60
9;10;16;36;47;48
9;10;16;36;47;58
9;10;16;36;47;60
9;10;16;36;48;58
9;10;16;36;48;60
9;10;16;36;58;60
9;10;16;38;40;42
9;10;16;38;40;47
9;10;16;38;40;48
9;10;16;38;40;58
9;10;16;38;40;60
9;10;16;38;42;47
9;10;16;38;42;48
9;10;16;38;42;58
9;10;16;38;42;60
9;10;16;38;47;48
9;10;16;38;47;58
9;10;16;38;47;60
9;10;16;38;48;58
9;10;16;38;48;60
9;10;16;38;58;60
9;10;16;40;42;47
9;10;16;40;42;48
9;10;16;40;42;58
9;10;16;40;42;60
9;10;16;40;47;48
9;10;16;40;47;58
9;10;16;40;47;60
9;10;16;40;48;58
9;10;16;40;48;60
9;10;16;40;58;60
9;10;16;42;47;48
9;10;16;42;47;58
9;10;16;42;47;60
9;10;16;42;48;58
9;10;16;42;48;60
9;10;16;42;58;60
9;10;16;47;48;58
9;10;16;47;48;60
9;10;16;47;58;60
9;10;16;48;58;60
9;10;24;33;36;38
9;10;24;33;36;40
9;10;24;33;36;42
9;10;24;33;36;47
9;10;24;33;36;48
9;10;24;33;36;58
9;10;24;33;36;60
9;10;24;33;38;40
9;10;24;33;38;42
9;10;24;33;38;47
9;10;24;33;38;48
9;10;24;33;38;58
9;10;24;33;38;60
9;10;24;33;40;42
9;10;24;33;40;47
9;10;24;33;40;48
9;10;24;33;40;58
9;10;24;33;40;60
9;10;24;33;42;47
9;10;24;33;42;48
9;10;24;33;42;58
9;10;24;33;42;60
9;10;24;33;47;48
9;10;24;33;47;58
9;10;24;33;47;60
9;10;24;33;48;58
9;10;24;33;48;60
9;10;24;33;58;60
9;10;24;36;38;40
9;10;24;36;38;42
9;10;24;36;38;47
9;10;24;36;38;48
9;10;24;36;38;58
9;10;24;36;38;60
9;10;24;36;40;42
9;10;24;36;40;47
9;10;24;36;40;48
9;10;24;36;40;58
9;10;24;36;40;60
9;10;24;36;42;47
9;10;24;36;42;48
9;10;24;36;42;58
9;10;24;36;42;60
9;10;24;36;47;48
9;10;24;36;47;58
9;10;24;36;47;60
9;10;24;36;48;58
9;10;24;36;48;60
9;10;24;36;58;60
9;10;24;38;40;42
9;10;24;38;40;47
9;10;24;38;40;48
9;10;24;38;40;58
9;10;24;38;40;60
9;10;24;38;42;47
9;10;24;38;42;48
9;10;24;38;42;58
9;10;24;38;42;60
9;10;24;38;47;48
9;10;24;38;47;58
9;10;24;38;47;60
9;10;24;38;48;58
9;10;24;38;48;60
9;10;24;38;58;60
9;10;24;40;42;47
9;10;24;40;42;48
9;10;24;40;42;58
9;10;24;40;42;60
9;10;24;40;47;48
9;10;24;40;47;58
9;10;24;40;47;60
9;10;24;40;48;58
9;10;24;40;48;60
9;10;24;40;58;60
9;10;24;42;47;48
9;10;24;42;47;58
9;10;24;42;47;60
9;10;24;42;48;58
9;10;24;42;48;60
9;10;24;42;58;60
9;10;24;47;48;58
9;10;24;47;48;60
9;10;24;47;58;60
9;10;24;48;58;60
9;10;33;36;38;40
9;10;33;36;38;42
9;10;33;36;38;47
9;10;33;36;38;48
9;10;33;36;38;58
9;10;33;36;38;60
9;10;33;36;40;42
9;10;33;36;40;47
9;10;33;36;40;48
9;10;33;36;40;58
9;10;33;36;40;60
9;10;33;36;42;47
9;10;33;36;42;48
9;10;33;36;42;58
9;10;33;36;42;60
9;10;33;36;47;48
9;10;33;36;47;58
9;10;33;36;47;60
9;10;33;36;48;58
9;10;33;36;48;60
9;10;33;36;58;60
9;10;33;38;40;42
9;10;33;38;40;47
9;10;33;38;40;48
9;10;33;38;40;58
9;10;33;38;40;60
9;10;33;38;42;47
9;10;33;38;42;48
9;10;33;38;42;58
9;10;33;38;42;60
9;10;33;38;47;48
9;10;33;38;47;58
9;10;33;38;47;60
9;10;33;38;48;58
9;10;33;38;48;60
9;10;33;38;58;60
9;10;33;40;42;47
9;10;33;40;42;48
9;10;33;40;42;58
9;10;33;40;42;60
9;10;33;40;47;48
9;10;33;40;47;58
9;10;33;40;47;60
9;10;33;40;48;58
9;10;33;40;48;60
9;10;33;40;58;60
9;10;33;42;47;48
9;10;33;42;47;58
9;10;33;42;47;60
9;10;33;42;48;58
9;10;33;42;48;60
9;10;33;42;58;60
9;10;33;47;48;58
9;10;33;47;48;60
9;10;33;47;58;60
9;10;33;48;58;60
9;10;36;38;40;42
9;10;36;38;40;47
9;10;36;38;40;48
9;10;36;38;40;58
9;10;36;38;40;60
9;10;36;38;42;47
9;10;36;38;42;48
9;10;36;38;42;58
9;10;36;38;42;60
9;10;36;38;47;48
9;10;36;38;47;58
9;10;36;38;47;60
9;10;36;38;48;58
9;10;36;38;48;60
9;10;36;38;58;60
9;10;36;40;42;47
9;10;36;40;42;48
9;10;36;40;42;58
9;10;36;40;42;60
9;10;36;40;47;48
9;10;36;40;47;58
9;10;36;40;47;60
9;10;36;40;48;58
9;10;36;40;48;60
9;10;36;40;58;60
9;10;36;42;47;48
9;10;36;42;47;58
9;10;36;42;47;60
9;10;36;42;48;58
9;10;36;42;48;60
9;10;36;42;58;60
9;10;36;47;48;58
9;10;36;47;48;60
9;10;36;47;58;60
9;10;36;48;58;60
9;10;38;40;42;47
9;10;38;40;42;48
9;10;38;40;42;58
9;10;38;40;42;60
9;10;38;40;47;48
9;10;38;40;47;58
9;10;38;40;47;60
9;10;38;40;48;58
9;10;38;40;48;60
9;10;38;40;58;60
9;10;38;42;47;48
9;10;38;42;47;58
9;10;38;42;47;60
9;10;38;42;48;58
9;10;38;42;48;60
9;10;38;42;58;60
9;10;38;47;48;58
9;10;38;47;48;60
9;10;38;47;58;60
9;10;38;48;58;60
9;10;40;42;47;48
9;10;40;42;47;58
9;10;40;42;47;60
9;10;40;42;48;58
9;10;40;42;48;60
9;10;40;42;58;60
9;10;40;47;48;58
9;10;40;47;48;60
9;10;40;47;58;60
9;10;40;48;58;60
9;10;42;47;48;58
9;10;42;47;48;60
9;10;42;47;58;60
9;10;42;48;58;60
9;10;47;48;58;60
9;16;24;33;36;38
9;16;24;33;36;40
9;16;24;33;36;42
9;16;24;33;36;47
9;16;24;33;36;48
9;16;24;33;36;58
9;16;24;33;36;60
9;16;24;33;38;40
9;16;24;33;38;42
9;16;24;33;38;47
9;16;24;33;38;48
9;16;24;33;38;58
9;16;24;33;38;60
9;16;24;33;40;42
9;16;24;33;40;47
9;16;24;33;40;48
9;16;24;33;40;58
9;16;24;33;40;60
9;16;24;33;42;47
9;16;24;33;42;48
9;16;24;33;42;58
9;16;24;33;42;60
9;16;24;33;47;48
9;16;24;33;47;58
9;16;24;33;47;60
9;16;24;33;48;58
9;16;24;33;48;60
9;16;24;33;58;60
9;16;24;36;38;40
9;16;24;36;38;42
9;16;24;36;38;47
9;16;24;36;38;48
9;16;24;36;38;58
9;16;24;36;38;60
9;16;24;36;40;42
9;16;24;36;40;47
9;16;24;36;40;48
9;16;24;36;40;58
9;16;24;36;40;60
9;16;24;36;42;47
9;16;24;36;42;48
9;16;24;36;42;58
9;16;24;36;42;60
9;16;24;36;47;48
9;16;24;36;47;58
9;16;24;36;47;60
9;16;24;36;48;58
9;16;24;36;48;60
9;16;24;36;58;60
9;16;24;38;40;42
9;16;24;38;40;47
9;16;24;38;40;48
9;16;24;38;40;58
9;16;24;38;40;60
9;16;24;38;42;47
9;16;24;38;42;48
9;16;24;38;42;58
9;16;24;38;42;60
9;16;24;38;47;48
9;16;24;38;47;58
9;16;24;38;47;60
9;16;24;38;48;58
9;16;24;38;48;60
9;16;24;38;58;60
9;16;24;40;42;47
9;16;24;40;42;48
9;16;24;40;42;58
9;16;24;40;42;60
9;16;24;40;47;48
9;16;24;40;47;58
9;16;24;40;47;60
9;16;24;40;48;58
9;16;24;40;48;60
9;16;24;40;58;60
9;16;24;42;47;48
9;16;24;42;47;58
9;16;24;42;47;60
9;16;24;42;48;58
9;16;24;42;48;60
9;16;24;42;58;60
9;16;24;47;48;58
9;16;24;47;48;60
9;16;24;47;58;60
9;16;24;48;58;60
9;16;33;36;38;40
9;16;33;36;38;42
9;16;33;36;38;47
9;16;33;36;38;48
9;16;33;36;38;58
9;16;33;36;38;60
9;16;33;36;40;42
9;16;33;36;40;47
9;16;33;36;40;48
9;16;33;36;40;58
9;16;33;36;40;60
9;16;33;36;42;47
9;16;33;36;42;48
9;16;33;36;42;58
9;16;33;36;42;60
9;16;33;36;47;48
9;16;33;36;47;58
9;16;33;36;47;60
9;16;33;36;48;58
9;16;33;36;48;60
9;16;33;36;58;60
9;16;33;38;40;42
9;16;33;38;40;47
9;16;33;38;40;48
9;16;33;38;40;58
9;16;33;38;40;60
9;16;33;38;42;47
9;16;33;38;42;48
9;16;33;38;42;58
9;16;33;38;42;60
9;16;33;38;47;48
9;16;33;38;47;58
9;16;33;38;47;60
9;16;33;38;48;58
9;16;33;38;48;60
9;16;33;38;58;60
9;16;33;40;42;47
9;16;33;40;42;48
9;16;33;40;42;58
9;16;33;40;42;60
9;16;33;40;47;48
9;16;33;40;47;58
9;16;33;40;47;60
9;16;33;40;48;58
9;16;33;40;48;60
9;16;33;40;58;60
9;16;33;42;47;48
9;16;33;42;47;58
9;16;33;42;47;60
9;16;33;42;48;58
9;16;33;42;48;60
9;16;33;42;58;60
9;16;33;47;48;58
9;16;33;47;48;60
9;16;33;47;58;60
9;16;33;48;58;60
9;16;36;38;40;42
9;16;36;38;40;47
9;16;36;38;40;48
9;16;36;38;40;58
9;16;36;38;40;60
9;16;36;38;42;47
9;16;36;38;42;48
9;16;36;38;42;58
9;16;36;38;42;60
9;16;36;38;47;48
9;16;36;38;47;58
9;16;36;38;47;60
9;16;36;38;48;58
9;16;36;38;48;60
9;16;36;38;58;60
9;16;36;40;42;47
9;16;36;40;42;48
9;16;36;40;42;58
9;16;36;40;42;60
9;16;36;40;47;48
9;16;36;40;47;58
9;16;36;40;47;60
9;16;36;40;48;58
9;16;36;40;48;60
9;16;36;40;58;60
9;16;36;42;47;48
9;16;36;42;47;58
9;16;36;42;47;60
9;16;36;42;48;58
9;16;36;42;48;60
9;16;36;42;58;60
9;16;36;47;48;58
9;16;36;47;48;60
